date, Grid load forecast, Wind power forecast,OT
2017/5/6 16:00,37502.0,162.0,28.83
2017/5/6 17:00,37954.0,176.0,30.27
2017/5/6 18:00,38254.0,161.0,31.38
2017/5/6 19:00,38027.0,143.0,31.29
2017/5/6 20:00,37597.0,133.0,31.25
2017/5/6 21:00,37871.0,139.0,31.7
2017/5/6 22:00,37361.0,153.0,30.96
2017/5/6 23:00,36039.0,140.0,30.25
2017/5/7 0:00,34308.0,161.0,28.18
2017/5/7 1:00,33283.0,150.0,27.17
2017/5/7 2:00,32837.0,155.0,27.1
2017/5/7 3:00,32679.0,196.0,26.86
2017/5/7 4:00,32765.0,195.0,26.69
2017/5/7 5:00,32640.0,184.0,26.67
2017/5/7 6:00,33131.0,176.0,26.26
2017/5/7 7:00,33951.0,192.0,26.75
2017/5/7 8:00,35354.0,240.0,28.4
2017/5/7 9:00,36907.0,284.0,29.83
2017/5/7 10:00,37993.0,358.0,30.22
2017/5/7 11:00,38270.0,472.0,30.08
2017/5/7 12:00,38097.0,516.0,29.09
2017/5/7 13:00,37829.0,555.0,28.33
2017/5/7 14:00,37432.0,617.0,27.19
2017/5/7 15:00,37246.0,680.0,26.84
2017/5/7 16:00,37335.0,725.0,26.68
2017/5/7 17:00,37948.0,725.0,27.38
2017/5/7 18:00,38304.0,714.0,29.56
2017/5/7 19:00,38537.0,728.0,30.38
2017/5/7 20:00,38413.0,782.0,30.91
2017/5/7 21:00,38984.0,933.0,31.03
2017/5/7 22:00,38477.0,1200.0,30.44
2017/5/7 23:00,36945.0,1389.0,27.39
2017/5/8 0:00,36192.0,1532.0,27.05
2017/5/8 1:00,35185.0,1919.0,26.03
2017/5/8 2:00,34808.0,2318.0,25.4
2017/5/8 3:00,34649.0,2698.0,24.94
2017/5/8 4:00,34944.0,3081.0,25.24
2017/5/8 5:00,36314.0,3261.0,27.1
2017/5/8 6:00,39392.0,3370.0,29.9
2017/5/8 7:00,42839.0,3457.0,30.8
2017/5/8 8:00,43885.0,3513.0,31.5
2017/5/8 9:00,44270.0,3338.0,31.75
2017/5/8 10:00,44447.0,3040.0,31.71
2017/5/8 11:00,44396.0,2922.0,31.4
2017/5/8 12:00,44122.0,2911.0,31.18
2017/5/8 13:00,43987.0,2870.0,31.05
2017/5/8 14:00,43701.0,2867.0,30.9
2017/5/8 15:00,43333.0,2879.0,30.56
2017/5/8 16:00,43176.0,2767.0,30.3
2017/5/8 17:00,43355.0,2464.0,31.12
2017/5/8 18:00,43257.0,2095.0,31.41
2017/5/8 19:00,43082.0,1722.0,32.01
2017/5/8 20:00,42878.0,1338.0,32.83
2017/5/8 21:00,43014.0,1058.0,33.88
2017/5/8 22:00,42129.0,869.0,32.99
2017/5/8 23:00,40064.0,683.0,30.99
2017/5/9 0:00,38835.0,735.0,30.45
2017/5/9 1:00,38012.0,711.0,29.72
2017/5/9 2:00,37677.0,633.0,29.18
2017/5/9 3:00,37691.0,624.0,28.9
2017/5/9 4:00,38047.0,580.0,29.64
2017/5/9 5:00,39424.0,510.0,31.0
2017/5/9 6:00,42414.0,459.0,33.27
2017/5/9 7:00,45919.0,408.0,40.01
2017/5/9 8:00,46970.0,429.0,42.94
2017/5/9 9:00,46931.0,449.0,43.11
2017/5/9 10:00,46866.0,459.0,41.22
2017/5/9 11:00,46819.0,503.0,39.65
2017/5/9 12:00,46712.0,556.0,39.13
2017/5/9 13:00,46586.0,620.0,35.95
2017/5/9 14:00,46258.0,702.0,34.18
2017/5/9 15:00,45860.0,814.0,35.07
2017/5/9 16:00,45501.0,945.0,33.21
2017/5/9 17:00,45630.0,1031.0,34.52
2017/5/9 18:00,45437.0,1070.0,33.92
2017/5/9 19:00,45107.0,1030.0,33.68
2017/5/9 20:00,44920.0,927.0,34.34
2017/5/9 21:00,44992.0,835.0,35.25
2017/5/9 22:00,43977.0,768.0,33.99
2017/5/9 23:00,41773.0,714.0,31.73
2017/5/10 0:00,40207.0,1115.0,31.33
2017/5/10 1:00,39369.0,1240.0,30.67
2017/5/10 2:00,39002.0,1272.0,30.33
2017/5/10 3:00,38979.0,1182.0,30.37
2017/5/10 4:00,39268.0,1149.0,30.82
2017/5/10 5:00,40504.0,1069.0,32.46
2017/5/10 6:00,43788.0,958.0,37.16
2017/5/10 7:00,47529.0,902.0,43.08
2017/5/10 8:00,48706.0,881.0,47.24
2017/5/10 9:00,47553.0,850.0,42.72
2017/5/10 10:00,47456.0,794.0,38.91
2017/5/10 11:00,47284.0,747.0,38.41
2017/5/10 12:00,46975.0,731.0,35.95
2017/5/10 13:00,46817.0,710.0,35.85
2017/5/10 14:00,46500.0,702.0,34.04
2017/5/10 15:00,46097.0,703.0,33.37
2017/5/10 16:00,45903.0,703.0,34.13
2017/5/10 17:00,45953.0,673.0,37.98
2017/5/10 18:00,45718.0,642.0,40.94
2017/5/10 19:00,45424.0,607.0,41.14
2017/5/10 20:00,45139.0,548.0,37.68
2017/5/10 21:00,45108.0,492.0,38.73
2017/5/10 22:00,44084.0,477.0,36.19
2017/5/10 23:00,41947.0,472.0,32.4
2017/5/11 0:00,40596.0,216.0,31.1
2017/5/11 1:00,39648.0,219.0,30.16
2017/5/11 2:00,39172.0,214.0,29.33
2017/5/11 3:00,39132.0,198.0,29.17
2017/5/11 4:00,39380.0,192.0,29.42
2017/5/11 5:00,40718.0,172.0,30.74
2017/5/11 6:00,43628.0,148.0,34.47
2017/5/11 7:00,46961.0,143.0,41.26
2017/5/11 8:00,47637.0,146.0,43.83
2017/5/11 9:00,47803.0,145.0,40.13
2017/5/11 10:00,47812.0,136.0,36.76
2017/5/11 11:00,47720.0,136.0,35.84
2017/5/11 12:00,47544.0,170.0,34.87
2017/5/11 13:00,47223.0,224.0,34.45
2017/5/11 14:00,46897.0,266.0,33.1
2017/5/11 15:00,46524.0,333.0,33.14
2017/5/11 16:00,46202.0,462.0,32.9
2017/5/11 17:00,46178.0,636.0,34.14
2017/5/11 18:00,45861.0,838.0,35.18
2017/5/11 19:00,45592.0,1062.0,34.91
2017/5/11 20:00,45226.0,1221.0,32.99
2017/5/11 21:00,45163.0,1358.0,31.62
2017/5/11 22:00,44214.0,1565.0,30.52
2017/5/11 23:00,42169.0,1723.0,28.76
2017/5/12 0:00,39790.0,1701.0,29.91
2017/5/12 1:00,38713.0,1762.0,28.02
2017/5/12 2:00,38192.0,1805.0,27.47
2017/5/12 3:00,38060.0,1943.0,27.48
2017/5/12 4:00,38368.0,2110.0,27.69
2017/5/12 5:00,39573.0,2332.0,30.0
2017/5/12 6:00,42183.0,2490.0,32.86
2017/5/12 7:00,45401.0,2599.0,35.1
2017/5/12 8:00,46104.0,2809.0,36.42
2017/5/12 9:00,46222.0,2984.0,34.63
2017/5/12 10:00,46182.0,3135.0,33.32
2017/5/12 11:00,45919.0,3325.0,32.91
2017/5/12 12:00,45599.0,3394.0,32.6
2017/5/12 13:00,45201.0,3397.0,31.55
2017/5/12 14:00,44615.0,3379.0,30.77
2017/5/12 15:00,44094.0,3384.0,30.33
2017/5/12 16:00,43750.0,3338.0,30.38
2017/5/12 17:00,43772.0,3321.0,30.97
2017/5/12 18:00,43734.0,3347.0,31.32
2017/5/12 19:00,43220.0,3330.0,31.36
2017/5/12 20:00,42563.0,3238.0,31.08
2017/5/12 21:00,42471.0,3159.0,31.07
2017/5/12 22:00,41784.0,3136.0,30.51
2017/5/12 23:00,40217.0,3031.0,30.05
2017/5/13 0:00,37707.0,2858.0,29.37
2017/5/13 1:00,36616.0,2749.0,28.91
2017/5/13 2:00,36261.0,2621.0,28.67
2017/5/13 3:00,36207.0,2440.0,28.46
2017/5/13 4:00,36142.0,2322.0,28.09
2017/5/13 5:00,36191.0,2172.0,28.68
2017/5/13 6:00,36628.0,1944.0,29.02
2017/5/13 7:00,37782.0,1760.0,30.03
2017/5/13 8:00,38308.0,1587.0,31.94
2017/5/13 9:00,39617.0,1478.0,32.96
2017/5/13 10:00,40401.0,1411.0,31.83
2017/5/13 11:00,40465.0,1341.0,30.9
2017/5/13 12:00,40186.0,1274.0,29.89
2017/5/13 13:00,39807.0,1230.0,28.86
2017/5/13 14:00,39351.0,1224.0,28.08
2017/5/13 15:00,39148.0,1227.0,28.03
2017/5/13 16:00,39248.0,1197.0,28.55
2017/5/13 17:00,39751.0,1138.0,29.76
2017/5/13 18:00,39930.0,1058.0,32.17
2017/5/13 19:00,39583.0,966.0,31.92
2017/5/13 20:00,39101.0,941.0,31.51
2017/5/13 21:00,39225.0,944.0,31.26
2017/5/13 22:00,38833.0,908.0,31.04
2017/5/13 23:00,37420.0,860.0,30.05
2017/5/14 0:00,36303.0,739.0,28.08
2017/5/14 1:00,35342.0,687.0,27.39
2017/5/14 2:00,34869.0,572.0,26.44
2017/5/14 3:00,34637.0,436.0,26.06
2017/5/14 4:00,34498.0,368.0,25.66
2017/5/14 5:00,34377.0,339.0,25.66
2017/5/14 6:00,34590.0,325.0,26.1
2017/5/14 7:00,35350.0,322.0,26.74
2017/5/14 8:00,35691.0,288.0,27.77
2017/5/14 9:00,36904.0,289.0,28.72
2017/5/14 10:00,37764.0,340.0,29.02
2017/5/14 11:00,38080.0,386.0,28.91
2017/5/14 12:00,38073.0,475.0,28.75
2017/5/14 13:00,37787.0,565.0,27.99
2017/5/14 14:00,37497.0,627.0,27.76
2017/5/14 15:00,37363.0,638.0,27.84
2017/5/14 16:00,37428.0,606.0,28.29
2017/5/14 17:00,37959.0,531.0,28.98
2017/5/14 18:00,38354.0,442.0,30.45
2017/5/14 19:00,38517.0,343.0,31.57
2017/5/14 20:00,38455.0,291.0,31.78
2017/5/14 21:00,38803.0,288.0,31.64
2017/5/14 22:00,38250.0,325.0,30.99
2017/5/14 23:00,36547.0,372.0,30.26
2017/5/15 0:00,35003.0,306.0,29.29
2017/5/15 1:00,34091.0,312.0,27.31
2017/5/15 2:00,33733.0,314.0,26.91
2017/5/15 3:00,33679.0,322.0,26.61
2017/5/15 4:00,34012.0,355.0,26.92
2017/5/15 5:00,35342.0,394.0,29.48
2017/5/15 6:00,38407.0,388.0,32.93
2017/5/15 7:00,42284.0,392.0,33.97
2017/5/15 8:00,43513.0,442.0,36.33
2017/5/15 9:00,43805.0,469.0,35.83
2017/5/15 10:00,43873.0,485.0,34.88
2017/5/15 11:00,43860.0,518.0,33.9
2017/5/15 12:00,43461.0,563.0,33.35
2017/5/15 13:00,43118.0,582.0,33.03
2017/5/15 14:00,42913.0,566.0,32.26
2017/5/15 15:00,42482.0,580.0,31.84
2017/5/15 16:00,42180.0,593.0,31.96
2017/5/15 17:00,42281.0,540.0,33.07
2017/5/15 18:00,42065.0,412.0,33.94
2017/5/15 19:00,41722.0,271.0,34.16
2017/5/15 20:00,41308.0,178.0,32.56
2017/5/15 21:00,41305.0,145.0,32.19
2017/5/15 22:00,40442.0,172.0,31.61
2017/5/15 23:00,38377.0,219.0,30.21
2017/5/16 0:00,35704.0,416.0,28.62
2017/5/16 1:00,34752.0,530.0,27.66
2017/5/16 2:00,34488.0,619.0,27.04
2017/5/16 3:00,34524.0,819.0,26.86
2017/5/16 4:00,34941.0,1044.0,26.78
2017/5/16 5:00,36352.0,1214.0,27.94
2017/5/16 6:00,39905.0,1333.0,30.99
2017/5/16 7:00,43579.0,1419.0,33.59
2017/5/16 8:00,44957.0,1492.0,34.85
2017/5/16 9:00,44895.0,1560.0,33.38
2017/5/16 10:00,44791.0,1629.0,32.53
2017/5/16 11:00,44624.0,1732.0,31.95
2017/5/16 12:00,44492.0,1869.0,31.65
2017/5/16 13:00,44149.0,1948.0,31.13
2017/5/16 14:00,43759.0,1924.0,30.72
2017/5/16 15:00,43281.0,1948.0,30.49
2017/5/16 16:00,43174.0,1941.0,30.26
2017/5/16 17:00,43226.0,1920.0,30.64
2017/5/16 18:00,42839.0,1864.0,30.91
2017/5/16 19:00,42164.0,1803.0,30.75
2017/5/16 20:00,41465.0,1706.0,29.91
2017/5/16 21:00,41057.0,1604.0,29.43
2017/5/16 22:00,40107.0,1540.0,28.85
2017/5/16 23:00,37847.0,1452.0,26.95
2017/5/17 0:00,36061.0,1140.0,24.96
2017/5/17 1:00,35101.0,1078.0,24.4
2017/5/17 2:00,34654.0,971.0,24.22
2017/5/17 3:00,34516.0,860.0,24.29
2017/5/17 4:00,34630.0,777.0,24.7
2017/5/17 5:00,35776.0,688.0,25.2
2017/5/17 6:00,38218.0,569.0,27.86
2017/5/17 7:00,41151.0,499.0,29.1
2017/5/17 8:00,41728.0,435.0,30.48
2017/5/17 9:00,42215.0,388.0,30.57
2017/5/17 10:00,42635.0,375.0,30.08
2017/5/17 11:00,42653.0,386.0,29.58
2017/5/17 12:00,42315.0,407.0,28.89
2017/5/17 13:00,42030.0,410.0,28.8
2017/5/17 14:00,41689.0,404.0,28.26
2017/5/17 15:00,41269.0,373.0,28.12
2017/5/17 16:00,40921.0,327.0,28.13
2017/5/17 17:00,40820.0,285.0,29.18
2017/5/17 18:00,40600.0,258.0,30.1
2017/5/17 19:00,40228.0,265.0,29.46
2017/5/17 20:00,39642.0,339.0,28.68
2017/5/17 21:00,39512.0,545.0,28.62
2017/5/17 22:00,38854.0,909.0,27.97
2017/5/17 23:00,36973.0,1330.0,26.68
2017/5/18 0:00,35174.0,2465.0,24.7
2017/5/18 1:00,33897.0,2752.0,23.75
2017/5/18 2:00,33542.0,2827.0,22.84
2017/5/18 3:00,33505.0,2860.0,21.15
2017/5/18 4:00,33800.0,2975.0,22.98
2017/5/18 5:00,35308.0,3016.0,24.78
2017/5/18 6:00,37803.0,2893.0,27.58
2017/5/18 7:00,41576.0,2757.0,29.64
2017/5/18 8:00,42040.0,2652.0,30.31
2017/5/18 9:00,42306.0,2604.0,29.82
2017/5/18 10:00,42252.0,2468.0,29.72
2017/5/18 11:00,41779.0,2239.0,30.27
2017/5/18 12:00,41590.0,2044.0,29.74
2017/5/18 13:00,41418.0,1900.0,29.56
2017/5/18 14:00,41410.0,1655.0,28.85
2017/5/18 15:00,41100.0,1419.0,28.52
2017/5/18 16:00,40726.0,1243.0,28.45
2017/5/18 17:00,40643.0,1030.0,29.17
2017/5/18 18:00,40321.0,778.0,29.4
2017/5/18 19:00,39959.0,624.0,29.1
2017/5/18 20:00,39409.0,458.0,28.3
2017/5/18 21:00,39160.0,332.0,28.08
2017/5/18 22:00,38300.0,284.0,27.59
2017/5/18 23:00,36242.0,256.0,26.74
2017/5/19 0:00,34623.0,312.0,25.58
2017/5/19 1:00,33370.0,313.0,25.01
2017/5/19 2:00,32933.0,291.0,24.7
2017/5/19 3:00,32843.0,268.0,25.0
2017/5/19 4:00,33092.0,270.0,25.13
2017/5/19 5:00,34412.0,242.0,26.42
2017/5/19 6:00,37385.0,193.0,27.9
2017/5/19 7:00,40882.0,179.0,31.24
2017/5/19 8:00,41568.0,184.0,32.26
2017/5/19 9:00,41853.0,189.0,31.79
2017/5/19 10:00,41643.0,207.0,30.89
2017/5/19 11:00,41340.0,225.0,30.73
2017/5/19 12:00,40806.0,243.0,30.42
2017/5/19 13:00,40586.0,271.0,29.72
2017/5/19 14:00,40025.0,289.0,29.0
2017/5/19 15:00,39418.0,292.0,28.33
2017/5/19 16:00,38998.0,309.0,27.82
2017/5/19 17:00,38946.0,318.0,27.97
2017/5/19 18:00,38759.0,321.0,27.95
2017/5/19 19:00,38233.0,388.0,27.76
2017/5/19 20:00,37395.0,435.0,27.52
2017/5/19 21:00,37020.0,460.0,27.38
2017/5/19 22:00,36490.0,574.0,26.51
2017/5/19 23:00,34912.0,653.0,25.06
2017/5/20 0:00,32794.0,588.0,23.44
2017/5/20 1:00,31682.0,748.0,23.04
2017/5/20 2:00,31173.0,909.0,22.18
2017/5/20 3:00,30964.0,1053.0,20.94
2017/5/20 4:00,30923.0,1180.0,20.84
2017/5/20 5:00,31056.0,1317.0,22.57
2017/5/20 6:00,31653.0,1475.0,23.26
2017/5/20 7:00,33010.0,1575.0,23.78
2017/5/20 8:00,34627.0,1680.0,24.93
2017/5/20 9:00,35501.0,1696.0,25.04
2017/5/20 10:00,36302.0,1704.0,24.27
2017/5/20 11:00,36284.0,1863.0,24.11
2017/5/20 12:00,36065.0,1939.0,23.83
2017/5/20 13:00,35775.0,1881.0,22.83
2017/5/20 14:00,35547.0,1783.0,21.97
2017/5/20 15:00,35428.0,1655.0,22.26
2017/5/20 16:00,35769.0,1541.0,23.88
2017/5/20 17:00,36243.0,1406.0,25.07
2017/5/20 18:00,36507.0,1190.0,25.88
2017/5/20 19:00,36194.0,947.0,25.83
2017/5/20 20:00,35672.0,759.0,25.43
2017/5/20 21:00,35567.0,650.0,25.53
2017/5/20 22:00,35298.0,566.0,25.5
2017/5/20 23:00,34119.0,515.0,25.17
2017/5/21 0:00,33212.0,565.0,23.09
2017/5/21 1:00,32146.0,579.0,18.12
2017/5/21 2:00,31639.0,586.0,14.12
2017/5/21 3:00,31258.0,587.0,12.18
2017/5/21 4:00,31027.0,624.0,11.65
2017/5/21 5:00,30923.0,663.0,11.52
2017/5/21 6:00,31314.0,638.0,11.98
2017/5/21 7:00,32235.0,608.0,12.36
2017/5/21 8:00,33117.0,642.0,14.04
2017/5/21 9:00,34699.0,787.0,19.2
2017/5/21 10:00,35762.0,992.0,21.22
2017/5/21 11:00,36183.0,1089.0,21.01
2017/5/21 12:00,36240.0,1082.0,18.96
2017/5/21 13:00,36032.0,1035.0,17.88
2017/5/21 14:00,35773.0,922.0,16.14
2017/5/21 15:00,35558.0,815.0,16.94
2017/5/21 16:00,35849.0,730.0,18.84
2017/5/21 17:00,36317.0,633.0,23.05
2017/5/21 18:00,36780.0,535.0,24.44
2017/5/21 19:00,36918.0,416.0,26.26
2017/5/21 20:00,36718.0,324.0,26.22
2017/5/21 21:00,36911.0,276.0,25.91
2017/5/21 22:00,36544.0,277.0,25.48
2017/5/21 23:00,34948.0,294.0,24.04
2017/5/22 0:00,33633.0,296.0,23.33
2017/5/22 1:00,32647.0,283.0,23.13
2017/5/22 2:00,32379.0,253.0,23.02
2017/5/22 3:00,32327.0,237.0,22.96
2017/5/22 4:00,32576.0,236.0,23.21
2017/5/22 5:00,34029.0,221.0,25.09
2017/5/22 6:00,37439.0,190.0,28.06
2017/5/22 7:00,41227.0,168.0,31.86
2017/5/22 8:00,41698.0,157.0,32.07
2017/5/22 9:00,41899.0,159.0,31.95
2017/5/22 10:00,42143.0,174.0,30.83
2017/5/22 11:00,42161.0,178.0,30.51
2017/5/22 12:00,42056.0,204.0,30.06
2017/5/22 13:00,41939.0,221.0,30.03
2017/5/22 14:00,41529.0,230.0,29.1
2017/5/22 15:00,41084.0,263.0,29.39
2017/5/22 16:00,40678.0,280.0,29.34
2017/5/22 17:00,40732.0,257.0,29.17
2017/5/22 18:00,40466.0,199.0,28.88
2017/5/22 19:00,40046.0,139.0,28.49
2017/5/22 20:00,39409.0,105.0,27.92
2017/5/22 21:00,39222.0,85.0,27.65
2017/5/22 22:00,38368.0,90.0,27.38
2017/5/22 23:00,36295.0,104.0,25.8
2017/5/23 0:00,34500.0,147.0,24.25
2017/5/23 1:00,33359.0,222.0,23.91
2017/5/23 2:00,32931.0,285.0,23.37
2017/5/23 3:00,32797.0,280.0,23.17
2017/5/23 4:00,33068.0,273.0,23.81
2017/5/23 5:00,34498.0,314.0,24.92
2017/5/23 6:00,37754.0,349.0,27.37
2017/5/23 7:00,41748.0,374.0,29.07
2017/5/23 8:00,42570.0,363.0,30.29
2017/5/23 9:00,42733.0,377.0,29.91
2017/5/23 10:00,42669.0,436.0,28.85
2017/5/23 11:00,42520.0,500.0,28.44
2017/5/23 12:00,42329.0,531.0,28.16
2017/5/23 13:00,42165.0,646.0,28.27
2017/5/23 14:00,41894.0,808.0,28.04
2017/5/23 15:00,41483.0,862.0,27.71
2017/5/23 16:00,41044.0,977.0,27.63
2017/5/23 17:00,41053.0,1094.0,27.54
